"","Start_Date","mean","q10","q50","q90"
"150",2020-05-29,23159.5703029742,20806.0486128634,23227.7493406175,25336.1806482293
"151",2020-05-30,16817.1667686021,15243.5688258299,16514.2191683844,18554.5465944271
"152",2020-05-31,17368.3174987454,15520.7549709508,17650.8265204878,18781.1677284688
"153",2020-06-01,27262.4842373141,25368.6810355094,26721.3226521294,29439.0514363365
"154",2020-06-02,21822.5568037183,19002.1611454634,21513.3275458249,24039.5503377736
"155",2020-06-03,24638.6986908038,21730.884581439,25146.3764755098,26330.4703737003
"156",2020-06-04,25667.6261690901,24098.0760458801,25395.4652412829,27337.9012230832
"157",2020-06-05,23968.3715432228,22094.2342417069,23914.4232876803,25802.7676126417
"158",2020-06-06,18319.5764271196,14323.7782756085,18758.0294808833,20092.8188133207
"159",2020-06-07,19090.0491769763,17366.9536346771,19224.3523966332,20395.6128221979
"160",2020-06-08,27738.1647010883,26448.3982206236,27559.3590678883,28981.2982769289
"161",2020-06-09,21185.3311940137,17281.8335862057,21786.9131824174,23836.1499602324
"162",2020-06-10,24833.2943118856,21198.8571156853,25053.3193230854,27580.782469978
"163",2020-06-11,25532.4673661608,23145.2277375034,25288.1666037764,28522.3353102152
"164",2020-06-12,24242.6219406185,21777.9558348315,24717.2673201663,25357.2863284189
"165",2020-06-13,18215.835898574,15404.3045075365,18395.0432173683,20044.4232354672
"166",2020-06-14,19100.2689829032,16831.1860198006,18983.9276202756,21018.5899468455
"167",2020-06-15,27135.9713759986,25317.9778048641,27183.7457170246,28660.7350261432
"168",2020-06-16,20622.9836459881,14115.5973630445,20648.5819151447,23724.389475726
"169",2020-06-17,23816.0384435348,20557.0809962688,24764.5196435426,26081.5348587673
"170",2020-06-18,25149.8821391834,23150.3630271992,25051.7569362641,27005.3171733702
"171",2020-06-19,23531.7846702358,21116.6989192314,23682.2065693884,24836.6845542099
"172",2020-06-20,18036.4290575154,16231.752748706,18242.0870920118,19327.3760928156
"173",2020-06-21,19489.1949375543,17041.8728382397,19831.1477884432,21823.6166321753
"174",2020-06-22,27752.4886229489,25205.0707172026,27864.2624368375,29967.6748532153
"175",2020-06-23,22171.1112017967,20190.0574624611,22132.5229740252,24162.9967503003
"176",2020-06-24,25271.0778607842,22805.6485246522,25755.0400622198,26898.7770145596
"177",2020-06-25,25769.3806488955,24072.0988710877,25816.8324553082,27271.4680722315
"178",2020-06-26,24234.8652042452,22321.217689954,24301.4159715877,26334.9288344969
"179",2020-06-27,18508.128056049,16053.4303771945,18743.1151679882,20275.9966556692
"180",2020-06-28,18474.5716748754,15971.8007857117,18562.8160547899,20555.7690374763
"181",2020-06-29,27430.2420588574,25136.8524932111,27691.88890017,29726.3223224423
"182",2020-06-30,22482.0290753375,21066.4257186881,22439.3754338152,23771.3292098405
"183",2020-07-01,25628.6464984717,23643.0159914352,25098.8020575696,28789.0204155448
"184",2020-07-02,26409.4103960665,24629.2020924094,26102.3093635276,28547.6589300223
"185",2020-07-03,24348.1504991509,21383.9294698475,24244.9512529424,26854.2560522043
"186",2020-07-04,18671.6248343175,16474.788335851,18546.6753570361,20368.4102333799
"187",2020-07-05,18949.1141772598,17536.8770755292,19170.5565274423,20170.945590826
"188",2020-07-06,27369.3071659589,24425.0081343266,27537.9585714792,29952.9345331602
"189",2020-07-07,22292.4249811963,18590.9446588544,22843.2477071136,24378.7042487178
"190",2020-07-08,25623.7575531796,21163.7154537642,25699.69076802,28781.4755712068
"191",2020-07-09,25550.3185796633,22384.190192561,25859.4485388332,28250.8310865062
"192",2020-07-10,24051.4794809493,22022.6505641981,24187.9642561158,26247.985512158
"193",2020-07-11,17714.0612971606,15501.3132647908,17385.1280264638,20163.6306116523
"194",2020-07-12,18792.4567643238,16661.8229268046,18277.4008349741,21275.4839939988
"195",2020-07-13,26317.3818493179,16947.6591619462,27457.7406376306,30091.1082555764
"196",2020-07-14,21853.0537578817,18012.5038238662,22215.1379328733,23581.3978187882
